Time,Light,ECG,Temp,OXI,Battery Voltage (mV)
86015,347.0,26.0,24.0,3584.0,464.00,35871.0
86142,348.0,26.0,24.0,3639.0,464.00,35649.0
86273,347.0,26.0,24.0,3775.0,464.00,35536.0
86404,347.0,26.0,24.0,4325.0,464.00,35916.0
86535,347.0,26.0,24.0,4547.0,464.00,36039.0
86670,347.0,26.0,24.0,4794.0,464.00,35800.0
86805,347.0,26.0,24.0,5159.0,464.00,35781.0
86941,347.0,26.0,24.0,5470.0,464.00,35719.0
87076,348.0,26.0,24.0,5379.0,464.00,35502.0
87212,348.0,26.0,24.0,5260.0,464.00,35834.0
87346,347.0,26.0,24.0,5328.0,464.00,36117.0
87481,347.0,26.0,24.0,5211.0,464.00,35943.0
87616,348.0,26.0,24.0,5004.0,464.00,35785.0
87752,348.0,26.0,24.0,4968.0,464.00,35611.0
87887,347.0,26.0,24.0,4953.0,464.00,35586.0
88018,347.0,26.0,24.0,5013.0,464.00,36075.0
88153,347.0,26.0,24.0,5046.0,464.00,36068.0
88289,347.0,26.0,24.0,5055.0,464.00,36124.0
88423,348.0,26.0,24.0,5041.0,464.00,35875.0
88558,348.0,26.0,24.0,4984.0,464.00,35783.0
88694,348.0,26.0,24.0,4993.0,464.00,36109.0
88829,347.0,26.0,24.0,5033.0,464.00,36299.0
88964,347.0,26.0,24.0,5041.0,464.00,36210.0
89100,348.0,26.0,24.0,5047.0,464.00,35903.0
89234,347.0,26.0,24.0,5009.0,464.00,35754.0
89365,347.0,26.0,24.0,4966.0,464.00,35720.0
89500,347.0,26.0,24.0,5022.0,464.00,35900.0
89636,346.0,26.0,24.0,5025.0,464.00,35888.0
89771,346.0,26.0,24.0,5044.0,464.00,35930.0
89906,346.0,26.0,24.0,5044.0,464.00,35857.0
90037,347.0,26.0,24.0,5047.0,463.00,35680.0
90172,347.0,26.0,24.0,5077.0,464.00,35871.0
90307,347.0,26.0,24.0,5076.0,464.00,35615.0
90443,347.0,26.0,24.0,5031.0,464.00,35567.0
90578,347.0,26.0,24.0,5027.0,464.00,35534.0
90709,347.0,26.0,24.0,5031.0,464.00,35590.0
90847,347.0,26.0,24.0,5005.0,464.00,35546.0
90979,346.0,26.0,24.0,5086.0,464.00,36039.0
91114,347.0,26.0,24.0,5119.0,464.00,35804.0
91249,348.0,26.0,24.0,5113.0,464.00,35792.0
91380,348.0,26.0,24.0,5067.0,464.00,35647.0
91516,348.0,26.0,24.0,5027.0,464.00,35573.0
91651,347.0,26.0,24.0,4999.0,464.00,35737.0
91786,347.0,26.0,24.0,5068.0,464.00,36069.0
91921,346.0,26.0,24.0,5081.0,464.00,36048.0
92056,347.0,26.0,24.0,5092.0,464.00,35946.0
92191,347.0,26.0,24.0,5069.0,464.00,35720.0
92323,347.0,26.0,24.0,5043.0,464.00,35497.0
92458,347.0,26.0,24.0,5092.0,464.00,35683.0
92593,347.0,26.0,24.0,5111.0,464.00,35680.0
92728,346.0,26.0,24.0,5114.0,464.00,35804.0
92863,346.0,26.0,24.0,5109.0,464.00,35874.0
92994,346.0,26.0,24.0,5079.0,464.00,35698.0
93129,347.0,26.0,24.0,5089.0,464.00,35727.0
93264,347.0,26.0,24.0,5122.0,464.00,35660.0
93400,347.0,26.0,24.0,5101.0,464.00,35539.0
93535,347.0,26.0,24.0,5084.0,464.00,35538.0
93670,347.0,26.0,24.0,5067.0,464.00,35669.0
93802,346.0,26.0,24.0,5059.0,464.00,35635.0
93936,346.0,26.0,24.0,5101.0,464.00,36118.0
94071,346.0,26.0,24.0,5149.0,464.00,35904.0
94207,347.0,26.0,24.0,5101.0,464.00,35832.0
94342,347.0,26.0,24.0,5062.0,464.00,35767.0
94477,346.0,26.0,24.0,5046.0,463.00,35837.0
94612,346.0,26.0,24.0,5033.0,464.00,35964.0
94747,346.0,26.0,24.0,5135.0,464.00,36156.0
94882,347.0,26.0,24.0,5100.0,464.00,35853.0
95013,347.0,26.0,24.0,5083.0,464.00,35737.0
95149,347.0,26.0,24.0,5051.0,464.00,35657.0
95284,347.0,26.0,24.0,5034.0,464.00,35695.0
95419,346.0,26.0,24.0,5149.0,463.00,36098.0
95554,346.0,26.0,24.0,5210.0,463.00,35884.0
95689,347.0,26.0,24.0,5195.0,463.00,35680.0
95824,347.0,26.0,24.0,5152.0,464.00,35586.0
95960,347.0,26.0,24.0,5115.0,463.00,35598.0
96095,346.0,26.0,24.0,5139.0,463.00,35917.0
96233,346.0,26.0,24.0,5235.0,463.00,36010.0
96365,347.0,26.0,24.0,5203.0,463.00,35708.0
96500,348.0,26.0,24.0,5170.0,463.00,35500.0
96701,348.0,26.0,24.25,5111.0,464.00,35634.0
96836,347.0,26.0,24.25,5134.0,463.00,35798.0
96971,347.0,26.0,24.25,5241.0,463.00,36093.0
97106,347.0,26.0,24.25,5165.0,464.00,35773.0
97241,347.0,26.0,24.25,5128.0,464.00,35785.0
97377,346.0,26.0,24.25,5076.0,464.00,35930.0
97512,346.0,26.0,24.25,5090.0,464.00,35981.0
97647,346.0,26.0,24.25,5142.0,464.00,36180.0
97782,347.0,26.0,24.25,5164.0,464.00,35827.0
97917,347.0,26.0,24.25,5104.0,464.00,35689.0
98050,346.0,26.0,24.25,5080.0,464.00,35809.0
98184,346.0,26.0,24.25,5092.0,464.00,35819.0
98319,346.0,26.0,24.25,5113.0,464.00,35882.0
98454,346.0,26.0,24.25,5188.0,464.00,35975.0
98589,347.0,26.0,24.25,5136.0,464.00,35731.0
98724,347.0,26.0,24.25,5117.0,464.00,35623.0
98859,347.0,26.0,24.25,5101.0,464.00,35745.0
98994,346.0,26.0,24.25,5111.0,464.00,35670.0
99126,346.0,26.0,24.25,5160.0,464.00,36014.0
99261,346.0,26.0,24.25,5207.0,464.00,35817.0
99396,347.0,26.0,24.25,5163.0,464.00,35698.0
99531,347.0,26.0,24.25,5105.0,464.00,35697.0
99666,346.0,26.0,24.25,5093.0,464.00,35851.0
99801,346.0,26.0,24.25,5117.0,464.00,35882.0
99937,346.0,26.0,24.25,5172.0,464.00,36155.0
100072,346.0,26.0,24.25,5132.0,464.00,35724.0
100207,347.0,26.0,24.25,5097.0,464.00,35677.0
100342,346.0,26.0,24.25,5071.0,464.00,35714.0
100477,346.0,26.0,24.25,5079.0,464.00,35727.0
100612,346.0,26.0,24.25,5127.0,464.00,36060.0
100743,346.0,26.0,24.25,5157.0,464.00,35849.0
100879,347.0,26.0,24.25,5119.0,464.00,35609.0
101014,347.0,26.0,24.25,5071.0,464.00,35525.0
101149,347.0,26.0,24.25,5013.0,464.00,35477.0
101284,347.0,26.0,24.25,5026.0,464.00,35833.0
101419,346.0,26.0,24.25,5098.0,464.00,35904.0
101550,346.0,26.0,24.25,5111.0,464.00,35958.0
101688,346.0,26.0,24.25,5128.0,464.00,35766.0
101821,347.0,26.0,24.25,5084.0,464.00,35630.0
101956,347.0,26.0,24.25,5054.0,464.00,35702.0
102091,348.0,26.0,24.25,5097.0,464.00,35766.0
102226,347.0,26.0,24.25,5065.0,464.00,35946.0
102361,347.0,26.0,24.25,5085.0,464.00,36077.0
102492,346.0,26.0,24.25,5065.0,464.00,35897.0
102627,347.0,26.0,24.25,5059.0,464.00,35943.0
102763,347.0,26.0,24.25,5096.0,464.00,35691.0
102898,347.0,26.0,24.25,5044.0,464.00,35673.0
103033,346.0,26.0,24.25,5056.0,464.00,35664.0
103168,346.0,26.0,24.25,5075.0,464.00,35706.0
103299,346.0,26.0,24.25,5069.0,464.00,35886.0
103434,346.0,26.0,24.25,5155.0,464.00,35916.0
103569,347.0,26.0,24.25,5142.0,464.00,35686.0
103705,347.0,26.0,24.25,5127.0,464.00,35502.0
103840,347.0,26.0,24.25,5086.0,464.00,35368.0
103975,347.0,26.0,24.25,5073.0,464.00,35494.0
104106,346.0,26.0,24.25,5156.0,464.00,35874.0
104241,346.0,26.0,24.25,5159.0,464.00,35963.0
104376,346.0,26.0,24.25,5165.0,464.00,35887.0
104512,346.0,26.0,24.25,5127.0,464.00,35722.0
104647,346.0,26.0,24.25,5072.0,464.00,35491.0
104782,346.0,26.0,24.25,5156.0,464.00,35943.0
104917,346.0,26.0,24.25,5153.0,464.00,35955.0
105052,346.0,26.0,24.25,5177.0,464.00,35917.0
105187,346.0,26.0,24.25,5147.0,464.00,35662.0
105323,347.0,26.0,24.25,5101.0,464.00,35551.0
105458,347.0,26.0,24.25,5148.0,464.00,35698.0
105593,346.0,26.0,24.25,5157.0,464.00,35740.0
105724,346.0,26.0,24.25,5190.0,464.00,35837.0
105859,346.0,26.0,24.25,5181.0,464.00,35748.0
105994,347.0,26.0,24.25,5146.0,464.00,35564.0
106129,347.0,26.0,24.25,5181.0,464.00,35701.0
106264,347.0,26.0,24.25,5161.0,464.00,35517.0
106400,347.0,26.0,24.25,5136.0,464.00,35702.0
106535,346.0,26.0,24.25,5089.0,464.00,35744.0
106666,346.0,26.0,24.25,5092.0,464.00,35728.0
106801,346.0,26.0,24.25,5167.0,464.00,36029.0
106936,347.0,26.0,24.25,5193.0,464.00,35743.0
107074,347.0,26.0,24.25,5168.0,464.00,35760.0
107206,346.0,26.0,24.25,5122.0,464.00,35844.0
107342,347.0,26.0,24.25,5121.0,464.00,35674.0
107477,347.0,26.0,24.25,5176.0,464.00,35964.0
107612,347.0,27.0,24.25,5215.0,464.00,35649.0
107747,347.0,26.0,24.25,5169.0,464.00,35484.0
107878,347.0,26.0,24.25,5164.0,464.00,35375.0
108013,347.0,26.0,24.25,5117.0,464.00,35454.0
108149,347.0,26.0,24.25,5127.0,464.00,35599.0
108284,346.0,26.0,24.25,5230.0,464.00,35950.0
108419,346.0,26.0,24.25,5226.0,464.00,35741.0
108554,347.0,26.0,24.25,5209.0,464.00,35576.0
108689,347.0,26.0,24.25,5156.0,464.00,35387.0
108820,347.0,26.0,24.25,5135.0,464.00,35340.0
108955,347.0,26.0,24.25,5188.0,464.00,35775.0
109091,346.0,26.0,24.25,5237.0,464.00,35926.0
109226,346.0,26.0,24.25,5248.0,464.00,35733.0
109361,347.0,26.0,24.25,5212.0,464.00,35556.0
109496,347.0,26.0,24.25,5155.0,464.00,35391.0
109631,347.0,26.0,24.25,5125.0,464.00,35464.0
109766,346.0,26.0,24.25,5138.0,464.00,35844.0
109902,346.0,26.0,24.25,5235.0,464.00,36031.0
110037,346.0,26.0,24.25,5235.0,464.00,35775.0
110237,347.0,26.0,24.75,5151.0,464.00,35529.0
110372,347.0,26.0,24.75,5122.0,464.00,35500.0
110508,346.0,27.0,24.75,5126.0,464.00,35564.0
110643,346.0,27.0,24.75,5227.0,464.00,35932.0
110778,346.0,26.0,24.75,5244.0,464.00,35762.0
110913,347.0,26.0,24.75,5236.0,464.00,35471.0
111044,347.0,26.0,24.75,5189.0,464.00,35391.0
111179,347.0,26.0,24.75,5138.0,464.00,35337.0
111315,346.0,26.0,24.75,5126.0,464.00,35397.0
111450,346.0,26.0,24.75,5195.0,464.00,35841.0
111585,346.0,26.0,24.75,5262.0,464.00,35737.0
111720,346.0,26.0,24.75,5245.0,464.00,35547.0
111851,347.0,26.0,24.75,5210.0,464.00,35395.0
111986,347.0,26.0,24.75,5163.0,464.00,35204.0
112121,347.0,26.0,24.75,5115.0,464.00,35161.0
112257,347.0,26.0,24.75,5122.0,464.00,35393.0
112388,347.0,26.0,24.75,5189.0,464.00,35559.0
112525,346.0,26.0,24.75,5177.0,464.00,35617.0
112658,346.0,26.0,24.75,5211.0,464.00,35683.0
112793,347.0,26.0,24.75,5181.0,464.00,35523.0
112924,348.0,26.0,24.75,5143.0,464.00,35437.0
113059,348.0,26.0,24.75,5155.0,464.00,35477.0
113194,348.0,26.0,24.75,5231.0,464.00,35324.0
113330,347.0,26.0,24.75,5191.0,464.00,35225.0
113465,347.0,26.0,24.75,5223.0,464.00,35266.0
113596,347.0,27.0,24.75,5211.0,464.00,35296.0
113731,346.0,26.0,24.75,5176.0,464.00,35329.0
113866,346.0,27.0,24.75,5212.0,464.00,35606.0
114001,346.0,26.0,24.75,5286.0,464.00,35572.0
114132,347.0,26.0,24.75,5286.0,464.00,35357.0
114268,347.0,26.0,24.75,5268.0,464.00,35257.0
114403,347.0,26.0,24.75,5218.0,464.00,35098.0
114538,347.0,27.0,24.75,5174.0,464.00,35021.0
114669,347.0,26.0,24.75,5239.0,464.00,35229.0
114804,346.0,26.0,24.75,5277.0,464.00,35246.0
114939,346.0,26.0,24.75,5287.0,464.00,35246.0
115076,346.0,26.0,24.75,5278.0,464.00,35326.0
115206,346.0,26.0,24.75,5261.0,464.00,35329.0
115341,346.0,27.0,24.75,5256.0,464.00,35425.0
115476,346.0,26.0,24.75,5336.0,464.00,35602.0
115611,346.0,27.0,24.75,5310.0,464.00,35345.0
115746,347.0,26.0,24.75,5286.0,464.00,35208.0
115881,346.0,27.0,24.75,5275.0,464.00,35274.0
116012,346.0,26.0,24.75,5257.0,464.00,35189.0
116148,346.0,26.0,24.75,5300.0,464.00,35624.0
116283,346.0,26.0,24.75,5378.0,464.00,35454.0
116418,346.0,26.0,24.75,5358.0,464.00,35278.0
116553,347.0,26.0,24.75,5327.0,464.00,35068.0
116684,347.0,26.0,24.75,5319.0,464.00,34943.0
116819,347.0,26.0,24.75,5327.0,463.00,34843.0
116955,346.0,26.0,24.75,5409.0,470.00,35224.0
117090,346.0,26.0,24.75,5485.0,464.00,35164.0
117225,346.0,26.0,24.75,5492.0,464.00,35281.0
117360,346.0,26.0,24.75,5514.0,464.00,35119.0
117491,347.0,26.0,24.75,5487.0,463.00,34909.0
117626,347.0,26.0,24.75,5488.0,464.00,34926.0
117761,346.0,26.0,24.75,5576.0,464.00,35200.0
117899,346.0,27.0,24.75,5559.0,463.00,35409.0
118032,345.0,26.0,24.75,5617.0,464.00,35502.0
118167,347.0,26.0,24.75,5534.0,464.00,35065.0
118302,348.0,26.0,24.75,5430.0,464.00,34955.0
118437,347.0,26.0,24.75,5463.0,464.00,35330.0
118572,346.0,26.0,24.75,5493.0,464.00,35378.0
118707,346.0,26.0,24.75,5533.0,464.00,35241.0
118842,347.0,26.0,24.75,5538.0,464.00,35008.0
118978,347.0,26.0,24.75,5483.0,464.00,34816.0
119113,347.0,26.0,24.75,5483.0,464.00,34829.0
119244,347.0,26.0,24.75,5537.0,464.00,35160.0
119379,346.0,26.0,24.75,5605.0,464.00,35219.0
119514,346.0,26.0,24.75,5615.0,464.00,35164.0
119649,346.0,26.0,24.75,5572.0,464.00,34983.0
119785,347.0,26.0,24.75,5524.0,464.00,34800.0
119920,347.0,26.0,24.75,5513.0,464.00,34813.0
120055,347.0,26.0,24.75,5548.0,464.00,35137.0
120190,346.0,27.0,24.75,5605.0,464.00,35242.0
120325,346.0,26.0,24.75,5629.0,464.00,35059.0
120460,347.0,27.0,24.75,5597.0,464.00,34872.0
120591,347.0,26.0,24.75,5563.0,464.00,34758.0
120727,347.0,27.0,24.75,5501.0,464.00,34819.0
120862,346.0,26.0,24.75,5499.0,464.00,34952.0
120997,346.0,26.0,24.75,5621.0,464.00,35333.0
121132,346.0,27.0,24.75,5601.0,464.00,35130.0
121267,346.0,26.0,24.75,5590.0,464.00,34964.0
121402,347.0,27.0,24.75,5538.0,464.00,34761.0
121537,347.0,26.0,24.75,5495.0,464.00,34719.0
121669,346.0,27.0,24.75,5500.0,464.00,34769.0
121804,346.0,27.0,24.75,5614.0,464.00,34958.0
121939,346.0,27.0,24.75,5629.0,464.00,34859.0
122074,346.0,27.0,24.75,5667.0,464.00,34820.0
122205,346.0,26.0,24.75,5638.0,464.00,34640.0
122340,347.0,26.0,24.75,5576.0,464.00,34567.0
122476,347.0,27.0,24.75,5539.0,464.00,34549.0
122612,347.0,26.0,24.75,5640.0,464.00,34678.0
122742,347.0,26.0,24.75,5610.0,464.00,34612.0
122877,347.0,26.0,24.75,5598.0,464.00,34672.0
123012,347.0,27.0,24.75,5380.0,464.00,34826.0
123135,344.0,26.0,24.75,12196.0,464.00,17428.0
123228,350.0,27.0,24.75,6990.0,464.00,7820.0
123303,384.0,27.0,24.75,4208.0,464.00,6780.0
123381,364.0,27.0,24.75,4796.0,464.00,6301.0
123528,372.0,26.0,24.25,5619.0,464.00,6038.0
123598,360.0,49.0,24.25,5594.0,464.00,6113.0
123684,359.0,49.0,24.25,5680.0,464.00,6025.0
123766,359.0,27.0,24.25,5647.0,464.00,5934.0
123848,357.0,27.0,24.25,5724.0,464.00,5819.0
123926,357.0,27.0,24.25,5786.0,464.00,5496.0
124003,340.0,27.0,24.25,5182.0,464.00,5324.0
124078,341.0,49.0,24.25,5054.0,464.00,4861.0
124147,362.0,49.0,24.25,4680.0,464.00,4778.0
124216,351.0,49.0,24.25,3977.0,464.00,3964.0
124282,372.0,49.0,24.25,3569.0,464.00,3710.0
124352,371.0,27.0,24.25,3204.0,464.00,3237.0
124417,356.0,27.0,24.25,3275.0,464.00,3123.0
124486,356.0,48.0,24.25,3238.0,464.00,3078.0
124552,356.0,49.0,24.25,3144.0,464.00,3072.0
124618,357.0,49.0,24.25,3063.0,464.00,3145.0
124683,357.0,49.0,24.25,3063.0,464.00,3292.0
124749,357.0,49.0,24.25,3182.0,464.00,3438.0
124814,356.0,49.0,24.25,3393.0,464.00,3409.0
124880,356.0,49.0,24.25,3437.0,464.00,3194.0
124941,356.0,49.0,24.25,3238.0,464.00,3026.0
125007,357.0,49.0,24.25,3027.0,464.00,3110.0
125072,357.0,49.0,24.25,3084.0,464.00,3359.0
125138,357.0,49.0,24.25,3338.0,464.00,3422.0
125203,356.0,49.0,24.25,3421.0,464.00,3164.0
125269,356.0,49.0,24.25,3149.0,464.00,3004.0
125334,357.0,49.0,24.25,3005.0,464.00,3220.0
125396,374.0,49.0,24.25,3252.0,464.00,3430.0
125461,357.0,49.0,24.25,3431.0,464.00,3225.0
125527,356.0,49.0,24.25,3214.0,464.00,3006.0
125592,357.0,49.0,24.25,3009.0,464.00,3149.0
125658,358.0,49.0,24.25,3148.0,464.00,3410.0
125719,357.0,49.0,24.25,3408.0,464.00,3357.0
125785,356.0,49.0,24.25,3354.0,464.00,3077.0
125850,357.0,49.0,24.25,3085.0,464.00,3039.0
125916,357.0,49.0,24.25,3032.0,464.00,3267.0
125981,357.0,49.0,24.25,3237.0,464.00,3443.0
126050,356.0,49.0,24.25,3437.0,464.00,3298.0
126109,356.0,49.0,24.25,3319.0,464.00,3052.0
126174,357.0,49.0,24.25,3060.0,464.00,3057.0
126240,358.0,49.0,24.25,3048.0,464.00,3296.0
126305,358.0,49.0,24.25,3291.0,464.00,3435.0
126371,357.0,49.0,24.25,3437.0,464.00,3229.0
126436,357.0,49.0,24.25,3246.0,464.00,3021.0
126502,357.0,49.0,24.25,3028.0,464.00,3110.0
126563,358.0,49.0,24.25,3089.0,464.00,3358.0
126629,357.0,49.0,24.25,3349.0,464.00,3424.0
126694,356.0,49.0,24.25,3433.0,464.00,3190.0
126760,356.0,49.0,24.25,3211.0,464.00,3021.0
126825,357.0,49.0,24.25,3018.0,464.00,3132.0
126891,358.0,49.0,24.25,3116.0,464.00,3387.0
126957,357.0,49.0,24.25,3379.0,464.00,3400.0
127018,356.0,49.0,24.25,3403.0,464.00,3128.0
127083,356.0,49.0,24.25,3135.0,464.00,3014.0
127149,357.0,49.0,24.25,3011.0,464.00,3215.0
127214,358.0,49.0,24.25,3214.0,464.00,3427.0
127280,357.0,49.0,24.25,3424.0,464.00,3304.0
127341,356.0,49.0,24.25,3299.0,464.00,3032.0
127408,357.0,49.0,24.25,3035.0,464.00,3080.0
127472,358.0,49.0,24.25,3074.0,464.00,3347.0
127538,357.0,49.0,24.25,3346.0,464.00,3412.0
127603,356.0,49.0,24.25,3413.0,464.00,3154.0
127669,356.0,49.0,24.25,3161.0,464.00,3011.0
127730,357.0,49.0,24.25,3009.0,464.00,3189.0
127796,358.0,49.0,24.25,3183.0,464.00,3418.0
127861,357.0,49.0,24.25,3417.0,464.00,3329.0
127927,356.0,49.0,24.25,3336.0,464.00,3060.0
127993,357.0,49.0,24.25,3064.0,464.00,3048.0
128058,358.0,49.0,24.25,3048.0,464.00,3305.0
128120,358.0,49.0,24.25,3296.0,464.00,3435.0
128185,356.0,49.0,24.25,3437.0,464.00,3219.0
128250,356.0,49.0,24.25,3228.0,464.00,3014.0
128316,357.0,49.0,24.25,3014.0,464.00,3126.0
128382,358.0,49.0,24.25,3123.0,464.00,3387.0
128447,357.0,49.0,24.25,3391.0,464.00,3380.0
128508,356.0,49.0,24.25,3388.0,464.00,3110.0
128574,356.0,49.0,24.25,3115.0,464.00,3021.0
128643,358.0,49.0,24.25,3019.0,464.00,3236.0
128706,358.0,49.0,24.25,3224.0,464.00,3442.0
128771,357.0,49.0,24.25,3422.0,464.00,3303.0
128836,357.0,49.0,24.25,3284.0,464.00,3030.0
128898,358.0,49.0,24.25,3034.0,464.00,3086.0
128964,358.0,49.0,24.25,3081.0,464.00,3347.0
129029,358.0,49.0,24.25,3330.0,464.00,3418.0
129094,357.0,49.0,24.25,3421.0,464.00,3168.0
129160,357.0,49.0,24.25,3177.0,464.00,3011.0
129225,358.0,48.0,24.25,3010.0,464.00,3175.0
129287,358.0,49.0,24.25,3165.0,464.00,3413.0
129352,357.0,49.0,24.25,3405.0,464.00,3364.0
129418,356.0,49.0,24.25,3379.0,464.00,3101.0
129483,357.0,49.0,24.25,3106.0,464.00,3023.0
129549,358.0,49.0,24.25,3021.0,464.00,3250.0
129614,358.0,49.0,24.25,3242.0,464.00,3437.0
129676,357.0,49.0,24.25,3434.0,464.00,3263.0
129741,356.0,49.0,24.25,3271.0,464.00,3028.0
129807,357.0,49.0,24.25,3027.0,464.00,3090.0
129873,358.0,49.0,24.25,3089.0,464.00,3361.0
129938,357.0,49.0,24.25,3358.0,464.00,3408.0
130003,356.0,49.0,24.25,3405.0,464.00,3140.0
130065,356.0,49.0,24.25,3143.0,464.00,3014.0
130204,357.0,26.0,24.0,3437.0,464.00,3311.0
130266,356.0,49.0,24.0,3329.0,464.00,3059.0
130331,357.0,49.0,24.0,3067.0,464.00,3051.0
130397,358.0,49.0,24.0,3044.0,464.00,3300.0
130462,358.0,49.0,24.0,3273.0,464.00,3451.0
130528,357.0,49.0,24.0,3437.0,464.00,3295.0
130593,356.0,49.0,24.0,3315.0,464.00,3052.0
130659,357.0,49.0,24.0,3063.0,464.00,3059.0
130725,358.0,49.0,24.0,3047.0,464.00,3301.0
130786,358.0,49.0,24.0,3277.0,464.00,3437.0
130851,357.0,49.0,24.0,3438.0,464.00,3253.0
130917,356.0,49.0,24.0,3265.0,464.00,3027.0
130983,357.0,49.0,24.0,3027.0,464.00,3098.0
131048,358.0,49.0,24.0,3088.0,464.00,3363.0
131114,357.0,49.0,24.0,3343.0,464.00,3422.0
131175,356.0,49.0,24.0,3437.0,464.00,3203.0
131241,356.0,49.0,24.0,3240.0,464.00,3026.0
131309,357.0,49.0,24.0,3031.0,464.00,3106.0
131372,358.0,49.0,24.0,3085.0,464.00,3358.0
131437,357.0,49.0,24.0,3341.0,464.00,3421.0
131503,356.0,49.0,24.0,3418.0,464.00,3168.0
131568,357.0,49.0,24.0,3153.0,464.00,3006.0
131630,358.0,49.0,24.0,3013.0,464.00,3208.0
131695,358.0,49.0,24.0,3221.0,464.00,3435.0
131761,357.0,49.0,24.0,3438.0,464.00,3301.0
131826,356.0,49.0,24.0,3329.0,464.00,3065.0
131892,357.0,49.0,24.0,3084.0,464.00,3049.0
131957,358.0,49.0,24.0,3031.0,464.00,3270.0
132023,358.0,49.0,24.0,3248.0,464.00,3435.0
132084,357.0,49.0,24.0,3434.0,464.00,3301.0
132150,356.0,49.0,24.0,3312.0,464.00,3046.0
132216,357.0,49.0,24.0,3053.0,464.00,3064.0
132281,357.0,49.0,24.0,3052.0,464.00,3312.0
132346,358.0,49.0,24.0,3282.0,464.00,3435.0
132412,356.0,49.0,24.0,3435.0,464.00,3256.0
132473,356.0,49.0,24.0,3279.0,464.00,3031.0
132539,357.0,49.0,24.0,3039.0,464.00,3084.0
132605,358.0,49.0,24.0,3069.0,464.00,3338.0
132670,357.0,49.0,24.0,3305.0,464.00,3442.0
132735,356.0,49.0,24.0,3442.0,464.00,3241.0
132801,356.0,49.0,24.0,3265.0,464.00,3032.0
132866,357.0,49.0,24.0,3042.0,464.00,3085.0
132933,358.0,49.0,24.0,3067.0,464.00,3336.0
132994,357.0,49.0,24.0,3311.0,464.00,3442.0
133059,356.0,49.0,24.0,3445.0,464.00,3257.0
133124,356.0,49.0,24.0,3290.0,464.00,3039.0
133190,357.0,49.0,24.0,3051.0,464.00,3073.0
133256,358.0,49.0,24.0,3057.0,464.00,3320.0
133321,357.0,49.0,24.0,3287.0,464.00,3451.0
133387,356.0,49.0,24.0,3442.0,464.00,3284.0
133452,356.0,49.0,24.0,3307.0,464.00,3049.0
133514,357.0,49.0,24.0,3065.0,464.00,3061.0
133579,357.0,49.0,24.0,3047.0,464.00,3299.0
133645,357.0,49.0,24.0,3253.0,464.00,3446.0
133710,356.0,49.0,24.0,3439.0,464.00,3333.0
133776,356.0,49.0,24.0,3361.0,464.00,3086.0
133841,356.0,49.0,24.0,3119.0,464.00,3036.0
133910,357.0,49.0,24.0,3022.0,464.00,3214.0
133972,358.0,49.0,24.0,3173.0,464.00,3420.0
134038,357.0,49.0,24.0,3393.0,464.00,3395.0
134099,356.0,49.0,24.0,3425.0,464.00,3160.0
134165,356.0,49.0,24.0,3212.0,464.00,3022.0
134230,358.0,49.0,24.0,3025.0,464.00,3132.0
134296,358.0,49.0,24.0,3102.0,464.00,3379.0
134364,357.0,49.0,24.0,3345.0,464.00,3434.0
134427,356.0,49.0,24.0,3448.0,464.00,3233.0
134493,355.0,49.0,24.0,3290.0,464.00,3044.0
134558,356.0,49.0,24.0,3073.0,464.00,3070.0
134624,357.0,49.0,24.0,3040.0,464.00,3269.0
134689,357.0,49.0,24.0,3228.0,464.00,3446.0
134750,356.0,49.0,24.0,3433.0,464.00,3357.0
134817,355.0,49.0,24.0,3400.0,464.00,3128.0
134881,356.0,49.0,24.0,3168.0,464.00,3026.0
134947,357.0,49.0,24.0,3025.0,464.00,3154.0
135013,357.0,49.0,24.0,3112.0,464.00,3387.0
135078,356.0,49.0,24.0,3332.0,464.00,3458.0
135144,356.0,49.0,24.0,3456.0,464.00,3288.0
135209,355.0,49.0,24.0,3342.0,464.00,3073.0
135275,356.0,49.0,24.0,3115.0,464.00,3044.0
135340,357.0,49.0,24.0,3032.0,464.00,3217.0
135406,357.0,49.0,24.0,3149.0,464.00,3409.0
135471,356.0,49.0,24.0,3362.0,464.00,3437.0
135533,355.0,49.0,24.0,3448.0,464.00,3246.0
135598,355.0,49.0,24.0,3309.0,464.00,3056.0
135664,356.0,49.0,24.0,3090.0,464.00,3059.0
135729,357.0,49.0,24.0,3035.0,464.00,3254.0
135795,357.0,49.0,24.0,3200.0,464.00,3441.0
135861,356.0,49.0,24.0,3413.0,464.00,3396.0
135926,356.0,49.0,24.0,3424.0,464.00,3173.0
135991,356.0,49.0,24.0,3215.0,464.00,3021.0
136057,357.0,49.0,24.0,3030.0,464.00,3126.0
136123,357.0,49.0,24.0,3086.0,464.00,3364.0
136188,357.0,49.0,24.0,3324.0,464.00,3439.0
136250,356.0,49.0,24.0,3438.0,464.00,3250.0
136315,356.0,49.0,24.0,3282.0,464.00,3038.0
136381,356.0,49.0,24.0,3056.0,464.00,3080.0
136446,357.0,49.0,24.0,3051.0,464.00,3308.0
136515,357.0,49.0,24.0,3269.0,464.00,3451.0
136577,356.0,49.0,24.0,3441.0,464.00,3309.0
136643,356.0,49.0,24.0,3345.0,464.00,3073.0
136778,357.0,50.0,24.0,3257.0,464.00,3439.0
136843,357.0,49.0,24.0,3442.0,464.00,3298.0
