Time,Light,ECG,Temp,OXI,Battery Voltage (mV)
30513,356.0,49.0,24.25,3093.0,464.00,3097.0
30575,357.0,49.0,24.25,2259.0,464.00,3203.0
30644,360.0,49.0,24.25,1600.0,464.00,3107.0
30710,359.0,49.0,24.25,476.0,451.00,3207.0
30775,360.0,49.0,24.25,238.0,452.00,3359.0
30841,359.0,49.0,24.25,134.0,451.00,3509.0
30902,357.0,41.0,24.25,343.0,464.00,3158.0
30968,358.0,26.0,24.25,426.0,451.00,3498.0
31029,374.0,26.0,24.25,322.0,463.00,3219.0
31095,357.0,26.0,24.25,216.0,451.00,3200.0
31157,360.0,26.0,24.25,169.0,464.00,3473.0
31218,357.0,26.0,24.25,187.0,451.00,3237.0
31283,376.0,26.0,24.25,81.0,464.00,3258.0
31349,360.0,26.0,24.25,186.0,451.00,3561.0
31414,360.0,26.0,24.25,209.0,451.00,3366.0
31480,360.0,26.0,24.25,220.0,451.00,3186.0
31541,360.0,26.0,24.25,277.0,464.00,3531.0
31603,376.0,26.0,24.25,348.0,464.00,3204.0
31668,376.0,26.0,24.25,424.0,451.00,3551.0
31734,376.0,26.0,24.25,442.0,451.00,3718.0
31796,358.0,49.0,24.25,453.0,451.00,3430.0
31861,357.0,49.0,24.25,533.0,451.00,3304.0
31930,358.0,49.0,24.25,676.0,451.00,3191.0
31996,357.0,49.0,24.25,694.0,451.00,3077.0
32062,357.0,26.0,24.25,658.0,451.00,2984.0
32127,357.0,26.0,24.25,581.0,451.00,2870.0
32193,374.0,26.0,24.25,547.0,451.00,3000.0
32258,374.0,49.0,24.25,510.0,451.00,3241.0
32324,373.0,48.0,24.25,516.0,451.00,3107.0
32389,372.0,49.0,24.25,434.0,452.00,3488.0
32451,372.0,48.0,24.25,365.0,451.00,3585.0
32516,373.0,50.0,24.25,338.0,464.00,4000.0
32582,372.0,26.0,24.25,337.0,464.00,3708.0
32643,372.0,49.0,24.25,334.0,464.00,3740.0
32708,373.0,49.0,24.25,400.0,452.00,3855.0
32774,373.0,49.0,24.25,444.0,451.00,3719.0
32840,372.0,49.0,24.25,439.0,452.00,3584.0
32905,372.0,49.0,24.25,431.0,452.00,3498.0
32971,372.0,49.0,24.25,470.0,452.00,3305.0
33037,373.0,49.0,24.25,499.0,452.00,3177.0
33098,373.0,49.0,24.25,516.0,451.00,3148.0
33163,372.0,49.0,24.25,528.0,451.00,2874.0
33229,373.0,49.0,24.25,432.0,452.00,3527.0
33290,357.0,49.0,24.25,398.0,452.00,3994.0
33356,357.0,49.0,24.25,393.0,452.00,4055.0
33422,373.0,49.0,24.25,376.0,452.00,3695.0
33487,372.0,49.0,24.25,385.0,452.00,3761.0
33549,373.0,49.0,24.25,369.0,464.00,3959.0
33614,372.0,49.0,24.25,371.0,451.00,3782.0
33679,372.0,49.0,24.25,344.0,464.00,3585.0
33741,372.0,49.0,24.25,389.0,452.00,3757.0
33810,373.0,49.0,24.25,474.0,452.00,3700.0
33876,373.0,26.0,24.25,498.0,451.00,3664.0
33941,356.0,26.0,24.25,419.0,451.00,3841.0
34007,355.0,49.0,24.25,1005.0,464.00,3792.0
34084,372.0,26.0,24.25,1556.0,464.00,3336.0
34142,356.0,26.0,24.25,2031.0,464.00,3122.0
34208,359.0,49.0,24.25,2338.0,464.00,3313.0
34273,359.0,49.0,24.25,2794.0,464.00,3463.0
34339,357.0,49.0,24.25,3221.0,464.00,3295.0
34404,356.0,49.0,24.25,3153.0,464.00,3025.0
34470,357.0,49.0,24.25,2938.0,464.00,3118.0
34605,373.0,26.0,24.0,3275.0,464.00,3039.0
34666,356.0,49.0,24.0,3004.0,464.00,3077.0
34732,370.0,49.0,24.0,3089.0,464.00,3376.0
34797,373.0,49.0,24.0,3383.0,464.00,3358.0
34863,355.0,49.0,24.0,3351.0,464.00,3076.0
34928,356.0,49.0,24.0,3074.0,464.00,3043.0
34994,357.0,49.0,24.0,3042.0,464.00,3301.0
35055,357.0,49.0,24.0,3283.0,464.00,3430.0
35121,356.0,48.0,24.0,3435.0,464.00,3238.0
35187,355.0,49.0,24.0,3257.0,464.00,3026.0
35252,356.0,49.0,24.0,3018.0,464.00,3102.0
35318,357.0,49.0,24.0,3103.0,464.00,3379.0
35383,356.0,49.0,24.0,3370.0,464.00,3383.0
35445,355.0,49.0,24.0,3362.0,464.00,3098.0
35510,356.0,49.0,24.0,3107.0,464.00,3031.0
35576,357.0,49.0,24.0,3026.0,464.00,3204.0
35641,359.0,49.0,24.0,3120.0,464.00,3375.0
35718,374.0,26.0,24.0,3714.0,464.00,3626.0
35785,354.0,26.0,24.0,4094.0,464.00,4191.0
35854,369.0,49.0,24.0,4134.0,464.00,4183.0
35924,349.0,26.0,24.0,4594.0,464.00,4657.0
35997,350.0,49.0,24.0,4094.0,464.00,4240.0
36067,350.0,26.0,24.0,4559.0,464.00,4589.0
36141,350.0,26.0,24.0,4375.0,464.00,4525.0
36210,348.0,49.0,24.0,4319.0,464.00,4306.0
36284,347.0,26.0,24.0,4695.0,464.00,4825.0
36362,363.0,26.0,24.0,5008.0,464.00,4922.0
36432,362.0,49.0,24.0,5069.0,464.00,5457.0
36509,345.0,26.0,24.0,5568.0,464.00,5589.0
36591,346.0,26.0,24.0,5527.0,464.00,5986.0
36665,361.0,49.0,24.0,6248.0,464.00,6869.0
36751,363.0,49.0,24.0,9561.0,464.00,10774.0
36853,364.0,49.0,24.0,12937.0,464.00,17239.0
37001,362.0,49.0,24.0,24897.0,464.00,28669.0
37128,363.0,49.0,24.0,16568.0,464.00,21113.0
37259,368.0,49.0,24.0,16035.0,464.00,24808.0
37378,376.0,49.0,24.0,16395.0,464.00,12419.0
37464,357.0,26.0,24.0,6198.0,464.00,7612.0
37546,353.0,26.0,24.0,5989.0,464.00,6891.0
37628,353.0,26.0,24.0,5681.0,464.00,6818.0
37705,355.0,49.0,24.0,5501.0,464.00,6353.0
37779,373.0,48.0,24.0,5317.0,464.00,6382.0
37857,356.0,26.0,24.0,5170.0,464.00,7151.0
37943,355.0,26.0,24.0,5265.0,464.00,8083.0
38021,374.0,48.0,24.0,4824.0,464.00,8229.0
38111,354.0,24.0,24.0,7420.0,464.00,10924.0
38251,359.0,24.0,24.0,13863.0,464.00,25794.0
38381,358.0,24.0,24.0,11465.0,464.00,28864.0
38516,354.0,24.0,24.0,9011.0,464.00,30510.0
38652,352.0,24.0,24.0,9892.0,464.00,29616.0
38782,352.0,25.0,24.0,8632.0,464.00,29991.0
38922,352.0,26.0,24.0,10654.0,464.00,29731.0
39065,352.0,26.0,24.0,13837.0,464.00,29939.0
39213,352.0,26.0,24.0,15793.0,464.00,30065.0
39360,352.0,26.0,24.0,14300.0,463.00,29265.0
39495,352.0,27.0,24.0,11847.0,464.00,29244.0
39630,351.0,27.0,24.0,9743.0,464.00,28983.0
39760,351.0,27.0,24.0,8415.0,464.00,28815.0
39884,352.0,27.0,24.0,7100.0,463.00,28370.0
40008,352.0,26.0,24.0,6398.0,464.00,28507.0
40130,351.0,26.0,24.0,6458.0,463.00,28310.0
40253,352.0,26.0,24.0,6357.0,464.00,28021.0
40372,352.0,26.0,24.0,6220.0,463.00,28309.0
40495,351.0,26.0,24.0,6123.0,464.00,27887.0
40618,350.0,26.0,24.0,6395.0,464.00,28176.0
40740,349.0,26.0,24.0,6853.0,463.00,28417.0
40863,349.0,26.0,24.0,6882.0,463.00,28158.0
40986,349.0,26.0,24.0,6764.0,463.00,27768.0
41109,349.0,26.0,24.0,6668.0,463.00,27936.0
41232,349.0,26.0,24.0,6608.0,463.00,28058.0
41355,349.0,26.0,24.0,6646.0,464.00,27776.0
41473,348.0,26.0,24.0,6707.0,463.00,27819.0
41605,349.0,26.0,24.0,10762.0,463.00,27862.0
41744,349.0,26.0,24.0,12944.0,463.00,27513.0
41879,350.0,26.0,24.0,13116.0,463.00,27370.0
42010,350.0,26.0,24.0,10900.0,463.00,27068.0
42125,352.0,26.0,24.0,5216.0,464.00,26946.0
42248,354.0,26.0,24.0,6171.0,463.00,27219.0
42370,352.0,26.0,24.0,8070.0,463.00,27387.0
42497,349.0,26.0,24.0,9200.0,463.00,28457.0
42616,347.0,26.0,24.0,4236.0,463.00,28730.0
42731,347.0,26.0,24.0,3739.0,463.00,28988.0
42846,346.0,26.0,24.0,3433.0,463.00,28853.0
42956,345.0,26.0,24.0,2906.0,463.00,28889.0
43067,343.0,26.0,24.0,2732.0,463.00,28554.0
43177,342.0,26.0,24.0,2675.0,463.00,28291.0
43288,341.0,26.0,24.0,2598.0,463.00,28137.0
43398,340.0,26.0,24.0,3963.0,463.00,28039.0
43521,336.0,26.0,24.0,5911.0,463.00,28394.0
43669,341.0,26.0,24.0,18373.0,463.00,27425.0
43771,367.0,48.0,24.0,13838.0,463.00,8483.0
43849,348.0,26.0,24.0,3595.0,464.00,6407.0
43927,368.0,49.0,24.0,4048.0,464.00,5986.0
44005,367.0,25.0,24.0,4508.0,464.00,5818.0
44087,366.0,48.0,24.0,5031.0,464.00,5896.0
44164,369.0,25.0,24.0,4664.0,463.00,5798.0
44242,367.0,26.0,24.0,5138.0,464.00,5804.0
44319,365.0,49.0,24.0,5025.0,464.00,6304.0
44390,366.0,49.0,24.0,5193.0,464.00,6370.0
44463,366.0,49.0,24.0,5197.0,464.00,6327.0
44611,367.0,26.0,24.0,5206.0,464.00,6154.0
44684,366.0,49.0,24.0,5249.0,464.00,6134.0
44758,366.0,49.0,24.0,5159.0,464.00,6230.0
44832,367.0,49.0,24.0,5079.0,464.00,6358.0
44910,367.0,49.0,24.0,4979.0,463.00,6424.0
44984,368.0,49.0,24.0,4899.0,464.00,6415.0
45057,368.0,49.0,24.0,4691.0,464.00,6252.0
45127,368.0,48.0,24.0,4366.0,464.00,5997.0
45196,368.0,49.0,24.0,3463.0,464.00,6341.0
45266,367.0,49.0,24.0,2787.0,464.00,6239.0
45340,367.0,49.0,24.0,2975.0,464.00,6286.0
45409,367.0,49.0,24.0,2980.0,464.00,6529.0
45495,351.0,26.0,24.0,5858.0,464.00,8432.0
45573,352.0,49.0,24.0,4953.0,463.00,7690.0
45676,352.0,26.0,24.0,6547.0,464.00,17911.0
45778,370.0,49.0,24.0,8028.0,464.00,19368.0
45884,368.0,49.0,24.0,8681.0,464.00,20591.0
45991,367.0,49.0,24.0,6487.0,464.00,22068.0
46098,366.0,49.0,24.0,7021.0,464.00,20861.0
46208,365.0,49.0,24.0,8767.0,464.00,23858.0
46331,365.0,49.0,24.0,12356.0,464.00,24283.0
46478,349.0,26.0,24.0,10716.0,464.00,37814.0
46626,348.0,26.0,24.0,6471.0,464.00,38701.0
46769,347.0,26.0,24.0,5283.0,464.00,39303.0
46909,347.0,26.0,24.0,4598.0,464.00,39580.0
47048,347.0,26.0,24.0,4052.0,464.00,39003.0
47183,347.0,27.0,24.0,4001.0,464.00,39235.0
47319,347.0,26.0,24.0,3970.0,464.00,38221.0
47453,347.0,26.0,24.0,3844.0,464.00,37972.0
47584,346.0,26.0,24.0,3770.0,464.00,37677.0
47720,346.0,26.0,24.0,3739.0,464.00,37614.0
47851,346.0,26.0,24.0,3718.0,464.00,37232.0
47982,346.0,27.0,24.0,3669.0,464.00,37503.0
48113,346.0,27.0,24.0,3660.0,464.00,37820.0
48244,345.0,26.0,24.0,3588.0,464.00,37677.0
48375,345.0,26.0,24.0,3510.0,464.00,37249.0
48507,345.0,26.0,24.0,3502.0,464.00,37306.0
48640,346.0,26.0,24.0,3540.0,464.00,37459.0
48772,345.0,26.0,24.0,3644.0,464.00,37676.0
48903,346.0,26.0,24.0,3605.0,464.00,37117.0
49034,346.0,26.0,24.0,3574.0,464.00,37462.0
49165,347.0,26.0,24.0,3557.0,464.00,37635.0
49296,346.0,26.0,24.0,3551.0,464.00,37403.0
49427,345.0,26.0,24.0,3626.0,464.00,37417.0
49559,345.0,26.0,24.0,3665.0,464.00,37752.0
49694,345.0,26.0,24.0,3631.0,464.00,37193.0
49825,345.0,26.0,24.0,4075.0,464.00,36642.0
49956,345.0,26.0,24.0,4044.0,464.00,36470.0
50087,345.0,26.0,24.0,4187.0,464.00,36333.0
50218,344.0,27.0,24.0,4149.0,464.00,35951.0
50349,344.0,26.0,24.0,4204.0,464.00,35921.0
50484,345.0,26.0,24.0,5077.0,464.00,35883.0
50619,344.0,26.0,24.0,5188.0,464.00,36023.0
50755,344.0,26.0,24.0,5165.0,464.00,35953.0
50890,344.0,26.0,24.0,5191.0,464.00,36021.0
51025,344.0,26.0,24.0,5034.0,464.00,35892.0
51160,344.0,26.0,24.0,4239.0,464.00,36069.0
51291,344.0,26.0,24.0,4231.0,464.00,36174.0
51422,345.0,26.0,24.0,4241.0,464.00,36235.0
51553,344.0,26.0,24.0,4267.0,464.00,36412.0
51684,344.0,26.0,24.0,4262.0,464.00,36269.0
51819,344.0,26.0,24.0,4233.0,464.00,36021.0
51951,344.0,26.0,24.0,4245.0,464.00,35934.0
52082,345.0,26.0,24.0,4237.0,464.00,36008.0
52213,345.0,26.0,24.0,4236.0,464.00,36191.0
52343,344.0,26.0,24.0,4311.0,464.00,36315.0
52479,344.0,26.0,24.0,4278.0,464.00,35984.0
52610,344.0,26.0,24.0,4241.0,463.00,35735.0
52741,344.0,26.0,24.0,4225.0,463.00,35813.0
52872,345.0,26.0,24.0,4216.0,464.00,35901.0
53003,345.0,26.0,24.0,4156.0,464.00,35825.0
53134,344.0,26.0,24.0,4156.0,464.00,35855.0
53265,344.0,26.0,24.0,4114.0,464.00,35918.0
53396,345.0,26.0,24.0,4144.0,464.00,36044.0
53527,344.0,26.0,24.0,4103.0,461.00,35736.0
53658,344.0,26.0,24.0,4064.0,464.00,35589.0
53789,345.0,26.0,24.0,4096.0,464.00,35985.0
53919,344.0,26.0,24.0,4092.0,464.00,35725.0
54048,344.0,26.0,24.0,4026.0,464.00,35631.0
54178,346.0,26.0,24.0,4055.0,464.00,35748.0
54310,346.0,26.0,24.0,3991.0,464.00,35454.0
54437,346.0,26.0,24.0,4002.0,464.00,35710.0
54568,346.0,26.0,24.0,4044.0,464.00,35702.0
54699,345.0,26.0,24.0,4009.0,464.00,35554.0
54830,346.0,26.0,24.0,4054.0,464.00,35762.0
54957,345.0,26.0,24.0,3988.0,464.00,35407.0
55088,345.0,26.0,24.0,3973.0,464.00,35596.0
55219,345.0,26.0,24.0,3972.0,464.00,35456.0
55346,345.0,26.0,24.0,3928.0,464.00,35777.0
55477,345.0,26.0,24.0,3769.0,464.00,35480.0
55604,345.0,26.0,24.0,3763.0,464.00,35815.0
55731,345.0,26.0,24.0,3728.0,464.00,35350.0
55862,345.0,26.0,24.0,3766.0,464.00,35514.0
55989,345.0,26.0,24.0,3777.0,464.00,35447.0
56120,346.0,26.0,24.0,3824.0,464.00,35467.0
56247,345.0,26.0,24.0,3771.0,464.00,35431.0
56375,345.0,26.0,24.0,3771.0,464.00,35093.0
56501,345.0,26.0,24.0,3739.0,464.00,35273.0
56632,345.0,26.0,24.0,3700.0,464.00,35361.0
56759,346.0,26.0,24.0,3742.0,464.00,35330.0
56955,345.0,26.0,24.5,3703.0,464.00,35565.0
57082,346.0,26.0,24.5,3715.0,464.00,35300.0
57209,346.0,26.0,24.5,3715.0,464.00,35555.0
57340,345.0,26.0,24.5,3670.0,464.00,35603.0
57468,346.0,26.0,24.5,3718.0,464.00,35611.0
57594,345.0,26.0,24.5,3674.0,464.00,35702.0
57725,346.0,26.0,24.5,3622.0,464.00,35328.0
57852,346.0,26.0,24.5,3622.0,464.00,35316.0
57980,345.0,26.0,24.5,3574.0,464.00,35491.0
58107,345.0,26.0,24.5,3594.0,464.00,35441.0
58233,346.0,26.0,24.5,3607.0,464.00,35506.0
58360,345.0,26.0,24.5,3584.0,464.00,35590.0
58491,345.0,26.0,24.5,3572.0,464.00,35260.0
58618,346.0,26.0,24.5,3595.0,464.00,35178.0
58745,345.0,26.0,24.5,3564.0,464.00,35530.0
58872,345.0,26.0,24.5,3544.0,464.00,35522.0
58999,346.0,26.0,24.5,3561.0,464.00,35337.0
59129,346.0,26.0,24.5,3555.0,464.00,35441.0
59253,346.0,26.0,24.5,3511.0,464.00,35569.0
59380,346.0,26.0,24.5,3483.0,464.00,35246.0
59507,347.0,26.0,24.5,3527.0,464.00,35366.0
59635,346.0,26.0,24.5,3525.0,463.00,35572.0
59761,346.0,26.0,24.5,3476.0,464.00,35578.0
59889,346.0,26.0,24.5,3454.0,464.00,35294.0
60015,346.0,26.0,24.5,3447.0,464.00,35166.0
60142,346.0,26.0,24.5,3450.0,464.00,35206.0
60269,345.0,26.0,24.5,3458.0,464.00,35716.0
60396,345.0,26.0,24.5,3439.0,464.00,35456.0
60523,346.0,26.0,24.5,3452.0,464.00,35225.0
60650,346.0,26.0,24.5,3464.0,463.00,35155.0
60778,346.0,26.0,24.5,3441.0,464.00,35260.0
60904,345.0,26.0,24.5,3396.0,464.00,35386.0
61031,345.0,26.0,24.5,3439.0,464.00,35513.0
61158,346.0,26.0,24.5,3451.0,464.00,35190.0
61280,346.0,26.0,24.5,3479.0,464.00,35173.0
61408,346.0,26.0,24.5,3455.0,464.00,35218.0
61535,345.0,26.0,24.5,3435.0,464.00,35315.0
61662,345.0,26.0,24.5,3418.0,464.00,35522.0
61789,346.0,26.0,24.5,3445.0,464.00,35292.0
61915,346.0,26.0,24.5,3451.0,464.00,35229.0
62043,346.0,26.0,24.5,3448.0,464.00,35323.0
62169,345.0,26.0,24.5,3408.0,464.00,35403.0
62296,345.0,26.0,24.5,3392.0,464.00,35365.0
62423,346.0,26.0,24.5,3413.0,464.00,35480.0
62550,346.0,26.0,24.5,3447.0,464.00,35355.0
62677,345.0,26.0,24.5,3425.0,464.00,35655.0
62804,345.0,26.0,24.5,3389.0,464.00,35802.0
62931,345.0,26.0,24.5,3380.0,464.00,35494.0
63058,346.0,26.0,24.5,3408.0,464.00,35514.0
63185,346.0,26.0,24.5,3452.0,464.00,35754.0
63312,345.0,26.0,24.5,3427.0,464.00,35811.0
63439,346.0,26.0,24.5,3425.0,464.00,35500.0
63566,346.0,26.0,24.5,3462.0,464.00,35403.0
63693,346.0,26.0,24.5,3448.0,464.00,35530.0
63820,345.0,26.0,24.5,3481.0,464.00,35745.0
63947,346.0,26.0,24.5,3480.0,464.00,35391.0
64074,346.0,26.0,24.5,3506.0,464.00,35449.0
64204,346.0,26.0,24.5,3459.0,464.00,35529.0
64328,345.0,26.0,24.5,3427.0,464.00,35526.0
64455,346.0,26.0,24.5,3472.0,464.00,35435.0
64582,347.0,26.0,24.5,3502.0,464.00,35534.0
64709,346.0,26.0,24.5,3464.0,464.00,35672.0
64836,346.0,26.0,24.5,3447.0,464.00,35565.0
64963,346.0,26.0,24.5,3454.0,464.00,35355.0
65090,346.0,26.0,24.5,3448.0,464.00,35466.0
65217,346.0,26.0,24.5,3427.0,464.00,35941.0
65348,345.0,26.0,24.5,3396.0,464.00,35774.0
65475,346.0,26.0,24.5,3410.0,464.00,35563.0
65602,346.0,26.0,24.5,3392.0,464.00,35798.0
65729,345.0,26.0,24.5,3364.0,464.00,35890.0
65856,346.0,26.0,24.5,3342.0,464.00,35648.0
65982,346.0,26.0,24.5,3380.0,464.00,35677.0
66110,346.0,26.0,24.5,3412.0,464.00,35892.0
66237,345.0,26.0,24.5,3376.0,464.00,35943.0
66364,346.0,26.0,24.5,3376.0,464.00,35653.0
66490,346.0,26.0,24.5,3396.0,464.00,35561.0
66618,345.0,26.0,24.5,3385.0,464.00,35664.0
66744,345.0,26.0,24.5,3385.0,464.00,35962.0
66871,346.0,26.0,24.5,3420.0,464.00,35649.0
66998,346.0,26.0,24.5,3439.0,464.00,35725.0
67125,345.0,26.0,24.5,3425.0,464.00,35916.0
67252,346.0,26.0,24.5,3376.0,464.00,35656.0
67379,346.0,26.0,24.5,3383.0,464.00,35462.0
67506,346.0,26.0,24.5,3397.0,464.00,35719.0
67633,345.0,26.0,24.5,3408.0,464.00,36118.0
67764,345.0,26.0,24.5,3366.0,464.00,35930.0
67891,346.0,26.0,24.5,3305.0,464.00,36002.0
68018,346.0,26.0,24.5,3321.0,464.00,36239.0
68145,345.0,26.0,24.5,3320.0,464.00,36090.0
68272,346.0,26.0,24.5,3367.0,464.00,36033.0
68403,346.0,26.0,24.5,3619.0,464.00,36282.0
68538,346.0,26.0,24.5,5942.0,464.00,35972.0
68678,346.0,26.0,24.5,6247.0,464.00,36103.0
68813,347.0,26.0,24.5,4435.0,464.00,36109.0
68956,347.0,26.0,24.5,7919.0,464.00,35807.0
69112,347.0,26.0,24.5,12514.0,464.00,36044.0
69267,350.0,26.0,24.5,11116.0,464.00,35022.0
69423,353.0,26.0,24.5,12031.0,464.00,34258.0
69571,357.0,26.0,24.5,12968.0,464.00,33635.0
69718,356.0,26.0,24.5,11776.0,464.00,33303.0
69923,355.0,26.0,24.25,6593.0,464.00,34042.0
70054,353.0,26.0,24.25,5362.0,464.00,34173.0
70181,350.0,26.0,24.25,3988.0,464.00,34280.0
70307,349.0,26.0,24.25,3702.0,464.00,34519.0
70439,345.0,26.0,24.25,4316.0,464.00,34463.0
70566,347.0,26.0,24.25,3930.0,464.00,34962.0
70697,344.0,26.0,24.25,4412.0,464.00,34987.0
70848,347.0,26.0,24.25,12713.0,464.00,34431.0
71012,349.0,26.0,24.25,17478.0,464.00,33377.0
71176,351.0,26.0,24.25,18986.0,464.00,32371.0
71344,352.0,26.0,24.25,20105.0,464.00,32186.0
71512,352.0,26.0,24.25,20151.0,464.00,32301.0
71680,351.0,26.0,24.25,18950.0,464.00,33669.0
71823,349.0,26.0,24.25,9552.0,464.00,33895.0
71971,348.0,26.0,24.25,10130.0,464.00,34396.0
72118,348.0,26.0,24.25,9877.0,464.00,34401.0
72266,347.0,26.0,24.25,9561.0,464.00,34504.0
72409,346.0,26.0,24.25,9339.0,464.00,34626.0
72556,346.0,26.0,24.25,9478.0,464.00,34691.0
72704,346.0,26.0,24.25,9592.0,464.00,35014.0
72847,346.0,26.0,24.25,8540.0,464.00,34989.0
72990,346.0,26.0,24.25,8697.0,464.00,35386.0
73130,345.0,26.0,24.25,5718.0,464.00,35462.0
73261,345.0,26.0,24.25,5132.0,464.00,35172.0
73396,345.0,26.0,24.25,4426.0,464.00,35599.0
73523,344.0,26.0,24.25,3876.0,464.00,35592.0
73654,343.0,26.0,24.25,3896.0,464.00,35424.0
73785,344.0,26.0,24.25,4308.0,463.00,35376.0
73912,343.0,26.0,24.25,4246.0,463.00,34863.0
74043,343.0,26.0,24.25,4283.0,463.00,35257.0
74174,343.0,26.0,24.25,4395.0,463.00,35379.0
74305,342.0,26.0,24.25,4552.0,463.00,35235.0
74436,342.0,26.0,24.25,4392.0,463.00,35092.0
74567,343.0,26.0,24.25,4399.0,463.00,35204.0
74698,342.0,26.0,24.25,4401.0,463.00,35072.0
74825,342.0,26.0,24.25,4397.0,463.00,34938.0
74956,343.0,26.0,24.25,4345.0,463.00,34926.0
75090,342.0,26.0,24.25,4762.0,463.00,34149.0
75214,343.0,26.0,24.25,4408.0,463.00,33951.0
75341,344.0,26.0,24.25,4183.0,463.00,33616.0
75468,345.0,26.0,24.25,4181.0,463.00,33515.0
75596,346.0,26.0,24.25,4160.0,464.00,33119.0
75718,347.0,26.0,24.25,4241.0,464.00,32867.0
75845,347.0,26.0,24.25,4296.0,464.00,32900.0
75972,347.0,26.0,24.25,4321.0,464.00,33573.0
76103,344.0,26.0,24.25,4162.0,464.00,34934.0
76238,344.0,26.0,24.25,5975.0,464.00,34746.0
76374,348.0,26.0,24.25,6000.0,464.00,35097.0
76509,350.0,26.0,24.25,6020.0,464.00,35442.0
76648,349.0,26.0,24.25,5635.0,464.00,35590.0
76779,348.0,26.0,24.25,4510.0,464.00,35617.0
76910,349.0,26.0,24.25,4214.0,464.00,35619.0
77041,349.0,26.0,24.25,4315.0,464.00,35754.0
77172,348.0,26.0,24.25,4080.0,464.00,35400.0
77299,348.0,26.0,24.25,4010.0,464.00,35305.0
77430,349.0,26.0,24.25,3931.0,464.00,35223.0
77557,348.0,26.0,24.25,3882.0,464.00,35627.0
77688,349.0,26.0,24.25,3913.0,464.00,35384.0
77815,348.0,27.0,24.25,3781.0,464.00,35657.0
77946,348.0,26.0,24.25,3714.0,464.00,35329.0
78073,349.0,26.0,24.25,3710.0,464.00,35707.0
78200,348.0,26.0,24.25,3661.0,464.00,35421.0
78331,349.0,27.0,24.25,3752.0,464.00,35719.0
78458,348.0,27.0,24.25,3787.0,464.00,35590.0
78589,348.0,27.0,24.25,3841.0,464.00,35691.0
78716,347.0,26.0,24.25,3805.0,464.00,35552.0
78847,348.0,26.0,24.25,3841.0,464.00,35459.0
78974,347.0,26.0,24.25,3824.0,464.00,35670.0
79105,348.0,26.0,24.25,3854.0,464.00,35494.0
79232,347.0,26.0,24.25,3815.0,464.00,35525.0
79363,348.0,26.0,24.25,3930.0,464.00,35256.0
79490,348.0,26.0,24.25,3903.0,464.00,35371.0
79617,348.0,26.0,24.25,3901.0,464.00,35140.0
79748,348.0,26.0,24.25,3959.0,464.00,35615.0
79879,347.0,26.0,24.25,3934.0,464.00,35262.0
80007,347.0,26.0,24.25,3922.0,464.00,35489.0
80138,347.0,26.0,24.25,3907.0,464.00,35231.0
80267,348.0,26.0,24.25,3892.0,464.00,35514.0
80396,347.0,26.0,24.25,3886.0,464.00,35492.0
80522,347.0,26.0,24.25,3849.0,464.00,35778.0
80654,348.0,26.0,24.25,3740.0,464.00,35552.0
80781,348.0,26.0,24.25,3749.0,464.00,35974.0
80912,348.0,26.0,24.25,3704.0,464.00,35664.0
81039,348.0,26.0,24.25,3716.0,464.00,35987.0
81170,347.0,26.0,24.25,3727.0,464.00,35880.0
81297,347.0,26.0,24.25,3752.0,464.00,36067.0
81428,347.0,26.0,24.25,3732.0,464.00,35690.0
81555,347.0,26.0,24.25,3773.0,464.00,35917.0
81686,347.0,26.0,24.25,3819.0,464.00,35460.0
81817,348.0,26.0,24.25,3870.0,464.00,35963.0
81944,347.0,26.0,24.25,3874.0,464.00,35577.0
82075,347.0,26.0,24.25,3862.0,464.00,35799.0
82202,347.0,26.0,24.25,3862.0,464.00,35540.0
82333,347.0,26.0,24.25,3826.0,464.00,35686.0
82460,347.0,26.0,24.25,3841.0,464.00,35472.0
82591,347.0,26.0,24.25,3812.0,464.00,35904.0
82718,347.0,26.0,24.25,3812.0,464.00,35568.0
82849,347.0,26.0,24.25,3798.0,464.00,35812.0
82976,347.0,26.0,24.25,3788.0,464.00,35626.0
83107,347.0,26.0,24.25,3686.0,464.00,36030.0
83304,347.0,26.0,24.0,3618.0,464.00,35949.0
83431,347.0,26.0,24.0,3657.0,464.00,36043.0
83561,347.0,26.0,24.0,3715.0,464.00,35777.0
83688,347.0,26.0,24.0,3698.0,464.00,36077.0
83820,347.0,26.0,24.0,3763.0,464.00,35647.0
83947,347.0,26.0,24.0,3811.0,464.00,35803.0
84078,347.0,26.0,24.0,3842.0,464.00,35836.0
84209,347.0,26.0,24.0,3832.0,464.00,35798.0
84336,347.0,26.0,24.0,3857.0,464.00,35683.0
84467,347.0,26.0,24.0,3850.0,464.00,35656.0
84594,347.0,26.0,24.0,3891.0,464.00,35639.0
84725,347.0,26.0,24.0,3853.0,464.00,35489.0
84856,347.0,26.0,24.0,3964.0,464.00,35911.0
84983,347.0,26.0,24.0,3918.0,464.00,35585.0
85114,348.0,26.0,24.0,3854.0,464.00,35870.0
85241,347.0,26.0,24.0,3792.0,464.00,35449.0
85372,347.0,26.0,24.0,3791.0,464.00,35872.0
85502,347.0,26.0,24.0,3669.0,464.00,35636.0
85630,347.0,26.0,24.0,3678.0,464.00,36004.0
85757,347.0,26.0,24.0,3652.0,464.00,36025.0
85888,348.0,26.0,24.0,3651.0,464.00,35857.0
